               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              0.1335,             0.02478,                   0,                   0,                   0,                   0,                   0,             0.12971,            0.031559,                   0,               2e-05,               2e-05,             0.09982
                   1,             0.12982,            0.027513,                   0,                   0,                   0,                   0,                   0,             0.12709,            0.033181,                   0,          4.9989e-05,          4.9989e-05,             0.09955
                   2,            0.097869,            0.026367,                   0,                   0,                   0,                   0,                   0,             0.12329,            0.035807,                   0,          7.9929e-05,          7.9929e-05,             0.09928
                   3,            0.096515,            0.028078,                   0,                   0,                   0,                   0,                   0,             0.12067,            0.037573,                   0,          0.00010978,          0.00010978,             0.09901
                   4,             0.12287,            0.029132,                   0,          3.7879e-05,           0.0018116,          1.9028e-05,          1.9028e-06,             0.11998,            0.037994,                   0,           0.0001395,           0.0001395,             0.09874
                   5,             0.12013,            0.031323,                   0,          3.7879e-05,           0.0018116,          1.9043e-05,          1.9043e-06,             0.11997,             0.03786,                   0,          0.00016906,          0.00016906,            0.098469
                   6,             0.12376,            0.030902,                   0,                   0,                   0,                   0,                   0,             0.11948,            0.037625,                   0,          0.00019841,          0.00019841,            0.098198
                   7,             0.12155,            0.030368,                   0,                   0,                   0,                   0,                   0,             0.11934,            0.037462,                   0,          0.00022751,          0.00022751,            0.097928
                   8,             0.12305,            0.030893,                   0,                   0,                   0,                   0,                   0,              0.1196,            0.037352,                   0,          0.00025632,          0.00025632,            0.097656
                   9,             0.12104,            0.030916,                   0,                   0,                   0,                   0,                   0,              0.1194,            0.037249,                   0,          0.00028482,          0.00028482,            0.097385
                  10,             0.11845,            0.031739,                   0,                   0,                   0,                   0,                   0,             0.11946,            0.037132,                   0,          0.00031295,          0.00031295,            0.097113
                  11,             0.11968,            0.030217,                   0,                   0,                   0,                   0,                   0,             0.11941,            0.036996,                   0,          0.00034069,          0.00034069,            0.096841
                  12,             0.12055,            0.031617,                   0,                   0,                   0,                   0,                   0,              0.1194,            0.036856,                   0,          0.00036799,          0.00036799,            0.096568
                  13,              0.1042,             0.03033,                   0,                   0,                   0,                   0,                   0,             0.11931,            0.036724,                   0,          0.00039483,          0.00039483,            0.096295
                  14,              0.1199,            0.029647,                   0,          3.7879e-05,           0.0018116,           1.902e-05,           1.902e-06,             0.11908,            0.036627,                   0,          0.00042116,          0.00042116,            0.096021
                  15,             0.11856,            0.030333,                   0,          3.7879e-05,           0.0018116,          1.9013e-05,          1.1408e-05,             0.11886,            0.036528,                   0,          0.00044695,          0.00044695,            0.095747
                  16,             0.12191,            0.029885,                   0,          3.7879e-05,           0.0018116,          1.9017e-05,          1.9017e-06,             0.11965,            0.036381,                   0,          0.00047217,          0.00047217,            0.095472
                  17,             0.09142,            0.031353,                   0,                   0,                   0,                   0,                   0,             0.11968,            0.036302,                   0,          0.00049679,          0.00049679,            0.095197
                  18,             0.11947,            0.031237,                   0,          3.7879e-05,           0.0018116,          1.9018e-05,          1.9018e-06,             0.11947,            0.036197,                   0,          0.00052077,          0.00052077,            0.094921
                  19,              0.1206,            0.030564,                   0,          3.7879e-05,           0.0018116,          1.9017e-05,          1.9017e-06,             0.11941,            0.036108,                   0,          0.00054409,          0.00054409,            0.094644
                  20,             0.10454,            0.031373,                   0,          7.5758e-05,           0.0036232,          3.9606e-05,          6.0361e-06,             0.11948,            0.036064,                   0,          0.00056672,          0.00056672,            0.094367
                  21,             0.11884,            0.030956,                   0,          3.7879e-05,           0.0018116,          1.9021e-05,          1.9021e-06,             0.11885,            0.036031,                   0,          0.00058862,          0.00058862,            0.094089
                  22,             0.10433,            0.028431,                   0,          3.7879e-05,           0.0018116,          1.9018e-05,          1.9018e-06,             0.11961,             0.03594,                   0,          0.00060978,          0.00060978,             0.09381
                  23,             0.11954,            0.031257,                   0,          3.7879e-05,           0.0018116,          1.9022e-05,          1.9022e-06,             0.11956,            0.035899,                   0,          0.00063016,          0.00063016,             0.09353
                  24,             0.10577,            0.028996,                   0,                   0,                   0,                   0,                   0,             0.11905,             0.03584,                   0,          0.00064975,          0.00064975,             0.09325
                  25,              0.1196,             0.03157,                   0,          0.00015152,           0.0072464,          7.6367e-05,          2.6668e-05,              0.1191,            0.035824,                   0,          0.00066851,          0.00066851,            0.092969
                  26,             0.11777,            0.030092,                   0,           6.317e-05,           0.0018116,          2.0252e-05,          2.0252e-06,             0.11891,            0.035782,                   0,          0.00068644,          0.00068644,            0.092686
                  27,             0.10574,            0.029213,                   0,          0.00026515,            0.012681,          0.00013548,          3.4499e-05,             0.11904,            0.035728,                   0,           0.0007035,           0.0007035,            0.092403
                  28,             0.11761,            0.031406,                   0,          0.00022727,             0.01087,            0.000115,          1.5303e-05,             0.11942,            0.035682,                   0,          0.00071968,          0.00071968,             0.09212
                  29,               0.119,            0.031291,                   0,          0.00011364,           0.0054348,           5.736e-05,          1.5269e-05,             0.11931,            0.035613,                   0,          0.00073497,          0.00073497,            0.091835
                  30,             0.10463,            0.030602,                   0,          0.00037879,            0.018116,          0.00019305,          3.8375e-05,             0.11979,            0.035578,                   0,          0.00074934,          0.00074934,            0.091549
                  31,             0.10416,            0.031363,                   0,          0.00034091,            0.016304,          0.00017358,          3.0706e-05,             0.11981,            0.035579,                   0,          0.00076279,          0.00076279,            0.091263
                  32,             0.11971,            0.031004,                   0,          0.00026515,            0.012681,           0.0001349,          3.4489e-05,             0.11946,            0.035551,                   0,           0.0007753,           0.0007753,            0.090975
                  33,             0.12308,            0.030284,                   0,          0.00037879,            0.018116,          0.00019432,          4.4427e-05,             0.11954,            0.035512,                   0,          0.00078686,          0.00078686,            0.090687
                  34,              0.1135,            0.030467,                   0,          0.00049242,            0.023551,          0.00025347,          5.7878e-05,             0.11909,            0.035452,                   0,          0.00079746,          0.00079746,            0.090397
                  35,             0.11783,             0.03066,                   0,           0.0005303,            0.025362,          0.00027366,          6.1966e-05,             0.11921,            0.035431,                   0,           0.0008071,           0.0008071,            0.090107
                  36,             0.10179,            0.027719,                   0,          0.00056818,            0.027174,          0.00029419,           6.393e-05,             0.11909,            0.035386,                   0,          0.00081576,          0.00081576,            0.089816
                  37,             0.11787,            0.030494,                   0,           0.0007197,             0.03442,          0.00037476,          8.3556e-05,             0.11912,            0.035393,                   0,          0.00082345,          0.00082345,            0.089523
                  38,             0.11529,            0.028334,                   0,          0.00068182,            0.032609,           0.0003554,          8.5464e-05,             0.11933,            0.035345,                   0,          0.00083016,          0.00083016,             0.08923
                  39,             0.10319,            0.028876,                   0,           0.0010227,            0.048913,          0.00054281,          0.00012966,             0.12004,             0.03518,                   0,          0.00083589,          0.00083589,            0.088936
                  40,             0.11592,            0.032224,                   0,           0.0014394,            0.068841,          0.00077428,           0.0001903,             0.11925,            0.035063,                   0,          0.00084065,          0.00084065,            0.088641
                  41,             0.10041,            0.028444,                   0,            0.001553,            0.074275,          0.00084133,           0.0002094,             0.11931,            0.034846,                   0,          0.00084443,          0.00084443,            0.088344
                  42,             0.11136,            0.031521,                   0,           0.0020076,            0.096014,           0.0011191,          0.00028141,             0.11998,            0.034815,                   0,          0.00084725,          0.00084725,            0.088047
                  43,             0.11699,             0.03101,                   0,           0.0021591,             0.10326,           0.0012154,          0.00029809,              0.1198,            0.034908,                   0,           0.0008491,           0.0008491,            0.087749
                  44,            0.097971,            0.028154,                   0,           0.0026136,               0.125,            0.001482,          0.00033894,              0.1202,            0.034794,                   0,          0.00084999,          0.00084999,             0.08745
                  45,             0.11058,            0.030823,                   0,           0.0030682,             0.14674,           0.0017623,          0.00041919,             0.12031,            0.034791,                   0,          0.00084994,          0.00084994,             0.08715
                  46,             0.11375,            0.031686,                   0,           0.0035985,              0.1721,           0.0021132,          0.00053723,             0.12018,            0.034811,                   0,          0.00084896,          0.00084896,            0.086849
                  47,             0.10978,            0.030655,                   0,           0.0032955,             0.15761,           0.0019155,          0.00046345,             0.11945,            0.034575,                   0,          0.00084706,          0.00084706,            0.086547
                  48,            0.093869,            0.033169,                   0,            0.004053,             0.19384,           0.0024281,           0.0006186,             0.11935,            0.034468,                   0,          0.00084425,          0.00084425,            0.086244
                  49,            0.091327,            0.029526,                   0,           0.0050379,             0.24094,           0.0031589,          0.00074913,             0.11927,            0.034192,                   0,          0.00084056,          0.00084056,            0.085941
                  50,            0.081298,            0.030947,                   0,           0.0063936,            0.047101,           0.0038713,          0.00087404,             0.11936,            0.033889,                   0,            0.000836,            0.000836,            0.085636
                  51,            0.097881,            0.031654,                   0,           0.0098713,            0.086957,           0.0055286,           0.0011759,             0.11929,            0.033791,                   0,          0.00083059,          0.00083059,            0.085331
                  52,            0.091141,            0.029893,                   0,            0.036068,             0.11775,            0.015611,           0.0033621,             0.11397,            0.034863,                   0,          0.00082436,          0.00082436,            0.085024
                  53,            0.087675,            0.027104,                   0,            0.025028,             0.16304,            0.011866,             0.00252,             0.11359,            0.034277,                   0,          0.00081732,          0.00081732,            0.084717
                  54,            0.086901,            0.027544,                   0,            0.019423,             0.21014,            0.010192,            0.002163,             0.11238,            0.034112,                   0,           0.0008095,           0.0008095,             0.08441
                  55,            0.084993,            0.028064,                   0,            0.088525,             0.10688,            0.028907,           0.0056289,             0.10835,            0.034224,                   0,          0.00080094,          0.00080094,            0.084101
                  56,            0.081415,            0.027157,                   0,              0.1301,             0.17391,            0.057575,            0.011357,             0.10606,            0.033943,                   0,          0.00079165,          0.00079165,            0.083792
                  57,            0.094166,            0.027177,                   0,            0.081781,             0.10326,            0.027691,           0.0054163,             0.10996,            0.033994,                   0,          0.00078168,          0.00078168,            0.083482
                  58,            0.086623,            0.027492,                   0,             0.17303,             0.15399,            0.070495,            0.014003,             0.10866,            0.034415,                   0,          0.00077104,          0.00077104,            0.083171
                  59,            0.096925,            0.027458,                   0,             0.14756,             0.25362,            0.085583,             0.01791,             0.10271,            0.033744,                   0,          0.00075977,          0.00075977,             0.08286
                  60,            0.091511,            0.028175,                   0,             0.17605,             0.23007,            0.098308,            0.020004,            0.099936,            0.034111,                   0,          0.00074792,          0.00074792,            0.082548
                  61,            0.079886,            0.028087,                   0,             0.15317,             0.16304,             0.06445,            0.013675,             0.10662,            0.034099,                   0,           0.0007355,           0.0007355,            0.082236
                  62,            0.076599,            0.025432,                   0,             0.17184,             0.26268,            0.099849,            0.020378,             0.10289,            0.034262,                   0,          0.00072257,          0.00072257,            0.081923
                  63,            0.087088,             0.02686,                   0,             0.27966,             0.26993,             0.15314,            0.032968,            0.094106,            0.033145,                   0,          0.00070915,          0.00070915,            0.081609
                  64,            0.074275,             0.02724,                   0,             0.25352,             0.24275,              0.1215,            0.024483,            0.097786,            0.033123,                   0,          0.00069529,          0.00069529,            0.081295
                  65,            0.087359,            0.027782,                   0,             0.30684,             0.25906,             0.17292,            0.039139,             0.08944,            0.033298,                   0,          0.00068104,          0.00068104,            0.080981
                  66,            0.084696,            0.026706,                   0,             0.24817,             0.25725,             0.12436,            0.024327,            0.097763,            0.033301,                   0,          0.00066642,          0.00066642,            0.080666
                  67,            0.083179,            0.026625,                   0,             0.45833,             0.35326,             0.27121,            0.068641,            0.084557,            0.032386,                   0,          0.00065149,          0.00065149,            0.080351
                  68,             0.07578,            0.026789,                   0,             0.35032,             0.45833,             0.29067,            0.073156,            0.084448,            0.030583,                   0,          0.00063629,          0.00063629,            0.080036
                  69,            0.071234,            0.025764,                   0,             0.37687,              0.4529,             0.29012,            0.073207,             0.08226,            0.029872,                   0,          0.00062086,          0.00062086,            0.079721
                  70,            0.074179,            0.026453,                   0,             0.35164,             0.42935,             0.26856,            0.064314,            0.084382,            0.030837,                   0,          0.00060525,          0.00060525,            0.079405
                  71,            0.072497,            0.026337,                   0,             0.37325,             0.42184,             0.29926,            0.078809,            0.083716,            0.030717,                   0,          0.00058951,          0.00058951,             0.07909
                  72,             0.08122,            0.026991,                   0,             0.30463,             0.43478,             0.26128,            0.058435,            0.085479,            0.031996,                   0,          0.00057369,          0.00057369,            0.078774
                  73,            0.083766,            0.027637,                   0,             0.36445,             0.45652,             0.32038,            0.074498,            0.083643,            0.031297,                   0,          0.00055783,          0.00055783,            0.078458
                  74,            0.079961,            0.026646,                   0,              0.4219,             0.38738,             0.32495,            0.075608,            0.082079,            0.029952,                   0,          0.00054198,          0.00054198,            0.078142
                  75,            0.086876,            0.027404,                   0,             0.36195,             0.48732,             0.33757,            0.084014,            0.080797,            0.029679,                   0,          0.00052619,          0.00052619,            0.077826
                  76,            0.080267,            0.026615,                   0,             0.32115,             0.40036,             0.25678,            0.057294,             0.08349,            0.030558,                   0,          0.00051052,          0.00051052,            0.077511
                  77,            0.073921,            0.026189,                   0,             0.42503,             0.51087,             0.39686,             0.10319,            0.079417,              0.0289,                   0,          0.00049501,          0.00049501,            0.077195
                  78,            0.077396,            0.026546,                   0,             0.41301,             0.48188,               0.372,            0.097283,            0.080227,            0.029385,                   0,          0.00047971,          0.00047971,             0.07688
                  79,            0.079594,            0.025312,                   0,              0.5009,             0.46545,             0.42391,             0.11681,            0.078635,            0.028781,                   0,          0.00046469,          0.00046469,            0.076565
                  80,            0.070394,            0.025718,                   0,             0.38393,             0.42572,             0.34547,            0.087626,            0.080519,            0.029603,                   0,          0.00044998,          0.00044998,             0.07625
                  81,            0.077187,            0.026205,                   0,               0.432,             0.50362,             0.40767,             0.11163,            0.076281,             0.02843,                   0,          0.00043564,          0.00043564,            0.075936
                  82,            0.079965,            0.025168,                   0,             0.42567,              0.4058,             0.36383,             0.09329,            0.077748,            0.029079,                   0,          0.00042173,          0.00042173,            0.075622
                  83,            0.075166,            0.026221,                   0,             0.44082,             0.50181,             0.36095,            0.097646,            0.078606,             0.03107,                   0,          0.00040829,          0.00040829,            0.075308
                  84,            0.075378,            0.025896,                   0,             0.44286,             0.49275,             0.36713,            0.099365,            0.078789,            0.030021,                   0,          0.00039538,          0.00039538,            0.074995
                  85,            0.074252,            0.025456,                   0,             0.47917,             0.50362,             0.41237,             0.11752,            0.079238,            0.029093,                   0,          0.00038305,          0.00038305,            0.074683
                  86,            0.078681,            0.025552,                   0,             0.46647,             0.51087,             0.40934,             0.11205,            0.075339,            0.028966,                   0,          0.00037135,          0.00037135,            0.074371
                  87,            0.066269,            0.025515,                   0,             0.50126,             0.49457,             0.44154,             0.11912,            0.076023,            0.028353,                   0,          0.00036034,          0.00036034,             0.07406
                  88,            0.075499,            0.024414,                   0,             0.42713,             0.55616,             0.43794,             0.12129,            0.076553,            0.027992,                   0,          0.00035006,          0.00035006,             0.07375
                  89,            0.077036,            0.025398,                   0,             0.48191,             0.53261,             0.46239,             0.13291,            0.073555,            0.027943,                   0,          0.00034056,          0.00034056,            0.073441
                  90,            0.080481,            0.026238,                   0,             0.48712,              0.5942,             0.48881,             0.13664,            0.073396,            0.027538,                   0,          0.00033191,          0.00033191,            0.073132
                  91,            0.077169,            0.024606,                   0,             0.49997,             0.57057,              0.4977,             0.13839,             0.07543,            0.027274,                   0,          0.00032414,          0.00032414,            0.072824
                  92,            0.067082,            0.025821,                   0,             0.52583,             0.58696,             0.49066,             0.13566,            0.076775,            0.027163,                   0,           0.0003173,           0.0003173,            0.072517
                  93,            0.074627,            0.024638,                   0,             0.56826,             0.51268,               0.482,             0.14493,             0.07671,             0.02751,                   0,          0.00031145,          0.00031145,            0.072211
                  94,            0.068127,            0.024389,                   0,             0.54143,             0.56682,             0.48566,             0.13327,            0.074096,            0.027416,                   0,          0.00030664,          0.00030664,            0.071907
                  95,            0.079829,            0.025381,                   0,             0.53999,             0.58333,             0.51151,             0.14831,            0.075451,            0.026856,                   0,           0.0003029,           0.0003029,            0.071603
                  96,            0.066694,            0.024733,                   0,              0.5868,             0.55978,             0.52901,             0.14697,            0.074546,            0.026852,                   0,          0.00030029,          0.00030029,              0.0713
                  97,            0.081852,            0.023732,                   0,             0.54755,             0.55797,             0.50094,             0.14075,            0.077088,            0.026733,                   0,          0.00029885,          0.00029885,            0.070999
                  98,             0.04775,            0.025454,                   0,             0.58788,             0.57428,             0.53867,             0.15583,            0.076157,            0.026958,                   0,          0.00029863,          0.00029863,            0.070699
                  99,            0.076576,            0.024208,                   0,             0.60484,              0.5471,             0.53025,             0.14852,            0.076336,            0.027569,                   0,          0.00029966,          0.00029966,              0.0704
